,index,STATION,DIVISION,DATETIME,HOUR,WEEKDAY,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC
4373,651219,JAY ST-METROTEC,IND,2018-06-05 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,154.0,454.0,608.0,4.0,152.0
4374,651220,JAY ST-METROTEC,IND,2018-06-05 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,301.0,241.0,542.0,4.0,135.5
4375,651221,JAY ST-METROTEC,IND,2018-06-05 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,547.0,202.0,749.0,4.0,187.25
4376,651222,JAY ST-METROTEC,IND,2018-06-06 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,138.0,75.0,213.0,4.0,53.25
4377,651223,JAY ST-METROTEC,IND,2018-06-06 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,18.0,11.0,29.0,4.0,7.25
4378,651224,JAY ST-METROTEC,IND,2018-06-06 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,36.0,161.0,197.0,4.0,49.25
4379,651225,JAY ST-METROTEC,IND,2018-06-06 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,178.0,479.0,657.0,4.0,164.25
4380,651226,JAY ST-METROTEC,IND,2018-06-06 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,320.0,240.0,560.0,4.0,140.0
4381,651227,JAY ST-METROTEC,IND,2018-06-06 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,544.0,210.0,754.0,4.0,188.5
4382,651228,JAY ST-METROTEC,IND,2018-06-07 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,122.0,64.0,186.0,4.0,46.5
4383,651229,JAY ST-METROTEC,IND,2018-06-07 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,18.0,10.0,28.0,4.0,7.0
4384,651230,JAY ST-METROTEC,IND,2018-06-07 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,46.0,146.0,192.0,4.0,48.0
4385,651231,JAY ST-METROTEC,IND,2018-06-07 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,171.0,455.0,626.0,4.0,156.5
4386,651232,JAY ST-METROTEC,IND,2018-06-07 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,341.0,230.0,571.0,4.0,142.75
4387,651233,JAY ST-METROTEC,IND,2018-06-07 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,551.0,186.0,737.0,4.0,184.25
4388,651234,JAY ST-METROTEC,IND,2018-06-08 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,178.0,78.0,256.0,4.0,64.0
4389,651235,JAY ST-METROTEC,IND,2018-06-08 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,15.0,22.0,37.0,4.0,9.25
4390,651236,JAY ST-METROTEC,IND,2018-06-08 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,23.0,123.0,146.0,4.0,36.5
4391,651237,JAY ST-METROTEC,IND,2018-06-08 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,236.0,386.0,622.0,4.0,155.5
4392,651238,JAY ST-METROTEC,IND,2018-06-08 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,333.0,203.0,536.0,4.0,134.0
4393,651239,JAY ST-METROTEC,IND,2018-06-08 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,468.0,217.0,685.0,4.0,171.25
4394,651241,JAY ST-METROTEC,IND,2018-06-02 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,58.0,20.0,78.0,-160.0,-0.4875
4395,651242,JAY ST-METROTEC,IND,2018-06-02 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,35.0,31.0,66.0,4.0,16.5
4396,651243,JAY ST-METROTEC,IND,2018-06-02 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,158.0,106.0,264.0,4.0,66.0
4397,651244,JAY ST-METROTEC,IND,2018-06-02 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,308.0,127.0,435.0,4.0,108.75
4398,651245,JAY ST-METROTEC,IND,2018-06-02 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,288.0,107.0,395.0,4.0,98.75
4399,651246,JAY ST-METROTEC,IND,2018-06-03 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,167.0,77.0,244.0,4.0,61.0
4400,651247,JAY ST-METROTEC,IND,2018-06-03 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,40.0,7.0,47.0,4.0,11.75
4401,651248,JAY ST-METROTEC,IND,2018-06-03 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,36.0,17.0,53.0,4.0,13.25
4402,651249,JAY ST-METROTEC,IND,2018-06-03 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,111.0,76.0,187.0,4.0,46.75
4403,651250,JAY ST-METROTEC,IND,2018-06-03 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,218.0,126.0,344.0,4.0,86.0
4404,651251,JAY ST-METROTEC,IND,2018-06-03 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,236.0,94.0,330.0,4.0,82.5
4405,651252,JAY ST-METROTEC,IND,2018-06-04 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,115.0,55.0,170.0,4.0,42.5
4406,651253,JAY ST-METROTEC,IND,2018-06-04 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,13.0,7.0,20.0,4.0,5.0
4407,651254,JAY ST-METROTEC,IND,2018-06-04 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,47.0,98.0,145.0,4.0,36.25
4408,651255,JAY ST-METROTEC,IND,2018-06-04 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,249.0,356.0,605.0,4.0,151.25
4409,651256,JAY ST-METROTEC,IND,2018-06-04 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,441.0,152.0,593.0,4.0,148.25
4410,651257,JAY ST-METROTEC,IND,2018-06-04 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,657.0,112.0,769.0,4.0,192.25
4411,651258,JAY ST-METROTEC,IND,2018-06-05 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,165.0,49.0,214.0,4.0,53.5
4412,651259,JAY ST-METROTEC,IND,2018-06-05 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,24.0,8.0,32.0,4.0,8.0
4413,651260,JAY ST-METROTEC,IND,2018-06-05 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,61.0,93.0,154.0,4.0,38.5
4414,651261,JAY ST-METROTEC,IND,2018-06-05 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,273.0,331.0,604.0,4.0,151.0
4415,651262,JAY ST-METROTEC,IND,2018-06-05 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,464.0,149.0,613.0,4.0,153.25
4416,651263,JAY ST-METROTEC,IND,2018-06-05 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,670.0,124.0,794.0,4.0,198.5
4417,651264,JAY ST-METROTEC,IND,2018-06-06 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,166.0,52.0,218.0,4.0,54.5
4418,651265,JAY ST-METROTEC,IND,2018-06-06 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,25.0,8.0,33.0,4.0,8.25
4419,651266,JAY ST-METROTEC,IND,2018-06-06 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,64.0,122.0,186.0,4.0,46.5
4420,651267,JAY ST-METROTEC,IND,2018-06-06 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,322.0,353.0,675.0,4.0,168.75
4421,651268,JAY ST-METROTEC,IND,2018-06-06 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,465.0,124.0,589.0,4.0,147.25
4422,651269,JAY ST-METROTEC,IND,2018-06-06 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,674.0,140.0,814.0,4.0,203.5
4423,651270,JAY ST-METROTEC,IND,2018-06-07 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,173.0,37.0,210.0,4.0,52.5
4424,651271,JAY ST-METROTEC,IND,2018-06-07 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,27.0,17.0,44.0,4.0,11.0
4425,651272,JAY ST-METROTEC,IND,2018-06-07 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,54.0,107.0,161.0,4.0,40.25
4426,651273,JAY ST-METROTEC,IND,2018-06-07 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,280.0,325.0,605.0,4.0,151.25
4427,651274,JAY ST-METROTEC,IND,2018-06-07 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,482.0,155.0,637.0,4.0,159.25
4428,651275,JAY ST-METROTEC,IND,2018-06-07 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,717.0,125.0,842.0,4.0,210.5
4429,651276,JAY ST-METROTEC,IND,2018-06-08 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,227.0,50.0,277.0,4.0,69.25
4430,651277,JAY ST-METROTEC,IND,2018-06-08 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,29.0,11.0,40.0,4.0,10.0
4431,651278,JAY ST-METROTEC,IND,2018-06-08 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,54.0,92.0,146.0,4.0,36.5
4432,651279,JAY ST-METROTEC,IND,2018-06-08 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,331.0,304.0,635.0,4.0,158.75
4433,651280,JAY ST-METROTEC,IND,2018-06-08 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,468.0,139.0,607.0,4.0,151.75
4434,651281,JAY ST-METROTEC,IND,2018-06-08 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,618.0,115.0,733.0,4.0,183.25
4435,651283,JAY ST-METROTEC,IND,2018-06-02 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,40.0,17.0,57.0,-160.0,-0.35625
4436,651284,JAY ST-METROTEC,IND,2018-06-02 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,24.0,14.0,38.0,4.0,9.5
4437,651285,JAY ST-METROTEC,IND,2018-06-02 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,107.0,86.0,193.0,4.0,48.25
4438,651286,JAY ST-METROTEC,IND,2018-06-02 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,208.0,85.0,293.0,4.0,73.25
4439,651287,JAY ST-METROTEC,IND,2018-06-02 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,219.0,76.0,295.0,4.0,73.75
4440,651288,JAY ST-METROTEC,IND,2018-06-03 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,103.0,33.0,136.0,4.0,34.0
4441,651289,JAY ST-METROTEC,IND,2018-06-03 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,23.0,7.0,30.0,4.0,7.5
4442,651290,JAY ST-METROTEC,IND,2018-06-03 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,18.0,8.0,26.0,4.0,6.5
4443,651291,JAY ST-METROTEC,IND,2018-06-03 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,68.0,45.0,113.0,4.0,28.25
4444,651292,JAY ST-METROTEC,IND,2018-06-03 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,159.0,90.0,249.0,4.0,62.25
4445,651293,JAY ST-METROTEC,IND,2018-06-03 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,162.0,58.0,220.0,4.0,55.0
4446,651294,JAY ST-METROTEC,IND,2018-06-04 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,80.0,24.0,104.0,4.0,26.0
4447,651295,JAY ST-METROTEC,IND,2018-06-04 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,10.0,4.0,14.0,4.0,3.5
4448,651296,JAY ST-METROTEC,IND,2018-06-04 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,66.0,50.0,116.0,4.0,29.0
4449,651297,JAY ST-METROTEC,IND,2018-06-04 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,223.0,179.0,402.0,4.0,100.5
4450,651298,JAY ST-METROTEC,IND,2018-06-04 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,310.0,108.0,418.0,4.0,104.5
4451,651299,JAY ST-METROTEC,IND,2018-06-04 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,549.0,101.0,650.0,4.0,162.5
4452,651300,JAY ST-METROTEC,IND,2018-06-05 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,127.0,26.0,153.0,4.0,38.25
4453,651301,JAY ST-METROTEC,IND,2018-06-05 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,29.0,9.0,38.0,4.0,9.5
4454,651302,JAY ST-METROTEC,IND,2018-06-05 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,65.0,69.0,134.0,4.0,33.5
4455,651303,JAY ST-METROTEC,IND,2018-06-05 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,277.0,159.0,436.0,4.0,109.0
4456,651304,JAY ST-METROTEC,IND,2018-06-05 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,342.0,110.0,452.0,4.0,113.0
4457,651305,JAY ST-METROTEC,IND,2018-06-05 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,593.0,112.0,705.0,4.0,176.25
4458,651306,JAY ST-METROTEC,IND,2018-06-06 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,157.0,33.0,190.0,4.0,47.5
4459,651307,JAY ST-METROTEC,IND,2018-06-06 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,14.0,3.0,17.0,4.0,4.25
4460,651308,JAY ST-METROTEC,IND,2018-06-06 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,75.0,73.0,148.0,4.0,37.0
4461,651309,JAY ST-METROTEC,IND,2018-06-06 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,264.0,197.0,461.0,4.0,115.25
4462,651310,JAY ST-METROTEC,IND,2018-06-06 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,366.0,104.0,470.0,4.0,117.5
4463,651311,JAY ST-METROTEC,IND,2018-06-06 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,566.0,86.0,652.0,4.0,163.0
4464,651312,JAY ST-METROTEC,IND,2018-06-07 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,141.0,33.0,174.0,4.0,43.5
4465,651313,JAY ST-METROTEC,IND,2018-06-07 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,18.0,9.0,27.0,4.0,6.75
4466,651314,JAY ST-METROTEC,IND,2018-06-07 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,60.0,47.0,107.0,4.0,26.75
4467,651315,JAY ST-METROTEC,IND,2018-06-07 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,229.0,201.0,430.0,4.0,107.5
4468,651316,JAY ST-METROTEC,IND,2018-06-07 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,374.0,107.0,481.0,4.0,120.25
4469,651317,JAY ST-METROTEC,IND,2018-06-07 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,619.0,99.0,718.0,4.0,179.5
4470,651318,JAY ST-METROTEC,IND,2018-06-08 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,225.0,30.0,255.0,4.0,63.75
4471,651319,JAY ST-METROTEC,IND,2018-06-08 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,21.0,6.0,27.0,4.0,6.75
4472,651320,JAY ST-METROTEC,IND,2018-06-08 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,67.0,58.0,125.0,4.0,31.25
4473,651321,JAY ST-METROTEC,IND,2018-06-08 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,243.0,164.0,407.0,4.0,101.75
4474,651322,JAY ST-METROTEC,IND,2018-06-08 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,348.0,105.0,453.0,4.0,113.25
4475,651323,JAY ST-METROTEC,IND,2018-06-08 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,479.0,110.0,589.0,4.0,147.25
4476,651325,JAY ST-METROTEC,IND,2018-06-02 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,17.0,21.0,38.0,-160.0,-0.2375
4477,651326,JAY ST-METROTEC,IND,2018-06-02 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,25.0,26.0,51.0,4.0,12.75
4478,651327,JAY ST-METROTEC,IND,2018-06-02 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,63.0,174.0,237.0,4.0,59.25
4479,651328,JAY ST-METROTEC,IND,2018-06-02 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,125.0,191.0,316.0,4.0,79.0
4480,651329,JAY ST-METROTEC,IND,2018-06-02 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,141.0,162.0,303.0,4.0,75.75
4481,651330,JAY ST-METROTEC,IND,2018-06-03 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,68.0,77.0,145.0,4.0,36.25
4482,651331,JAY ST-METROTEC,IND,2018-06-03 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,6.0,23.0,29.0,4.0,7.25
4483,651332,JAY ST-METROTEC,IND,2018-06-03 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,8.0,19.0,27.0,4.0,6.75
4484,651333,JAY ST-METROTEC,IND,2018-06-03 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,45.0,95.0,140.0,4.0,35.0
4485,651334,JAY ST-METROTEC,IND,2018-06-03 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,108.0,153.0,261.0,4.0,65.25
4486,651335,JAY ST-METROTEC,IND,2018-06-03 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,103.0,122.0,225.0,4.0,56.25
4487,651336,JAY ST-METROTEC,IND,2018-06-04 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,38.0,62.0,100.0,4.0,25.0
4488,651337,JAY ST-METROTEC,IND,2018-06-04 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,7.0,8.0,15.0,4.0,3.75
4489,651338,JAY ST-METROTEC,IND,2018-06-04 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,33.0,89.0,122.0,4.0,30.5
4490,651339,JAY ST-METROTEC,IND,2018-06-04 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,165.0,348.0,513.0,4.0,128.25
4491,651340,JAY ST-METROTEC,IND,2018-06-04 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,195.0,231.0,426.0,4.0,106.5
4492,651341,JAY ST-METROTEC,IND,2018-06-04 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,372.0,209.0,581.0,4.0,145.25
4493,651342,JAY ST-METROTEC,IND,2018-06-05 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,59.0,60.0,119.0,4.0,29.75
4494,651343,JAY ST-METROTEC,IND,2018-06-05 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,13.0,13.0,26.0,4.0,6.5
4495,651344,JAY ST-METROTEC,IND,2018-06-05 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,33.0,118.0,151.0,4.0,37.75
4496,651345,JAY ST-METROTEC,IND,2018-06-05 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,154.0,329.0,483.0,4.0,120.75
4497,651346,JAY ST-METROTEC,IND,2018-06-05 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,216.0,254.0,470.0,4.0,117.5
4498,651347,JAY ST-METROTEC,IND,2018-06-05 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,335.0,223.0,558.0,4.0,139.5
4499,651348,JAY ST-METROTEC,IND,2018-06-06 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,73.0,69.0,142.0,4.0,35.5
4500,651349,JAY ST-METROTEC,IND,2018-06-06 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,7.0,17.0,24.0,4.0,6.0
4501,651350,JAY ST-METROTEC,IND,2018-06-06 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,27.0,158.0,185.0,4.0,46.25
4502,651351,JAY ST-METROTEC,IND,2018-06-06 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,185.0,341.0,526.0,4.0,131.5
4503,651352,JAY ST-METROTEC,IND,2018-06-06 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,238.0,213.0,451.0,4.0,112.75
4504,651353,JAY ST-METROTEC,IND,2018-06-06 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,308.0,213.0,521.0,4.0,130.25
4505,651354,JAY ST-METROTEC,IND,2018-06-07 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-06,73.0,56.0,129.0,4.0,32.25
4506,651355,JAY ST-METROTEC,IND,2018-06-07 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-06,9.0,8.0,17.0,4.0,4.25
4507,651356,JAY ST-METROTEC,IND,2018-06-07 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-06,33.0,109.0,142.0,4.0,35.5
4508,651357,JAY ST-METROTEC,IND,2018-06-07 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-06,146.0,369.0,515.0,4.0,128.75
4509,651358,JAY ST-METROTEC,IND,2018-06-07 16:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-06,217.0,266.0,483.0,4.0,120.75
4510,651359,JAY ST-METROTEC,IND,2018-06-08 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-06,181.0,728.0,909.0,20.0,45.45
4511,651360,JAY ST-METROTEC,IND,2018-06-08 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-06,228.0,248.0,476.0,4.0,119.0
4512,651361,JAY ST-METROTEC,IND,2018-06-08 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-06,280.0,217.0,497.0,4.0,124.25
4513,651363,JAY ST-METROTEC,IND,2018-06-02 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-07,44.0,60.0,104.0,-160.0,-0.65
4514,651364,JAY ST-METROTEC,IND,2018-06-02 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-07,24.0,112.0,136.0,4.0,34.0
4515,651365,JAY ST-METROTEC,IND,2018-06-02 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-07,104.0,307.0,411.0,4.0,102.75
4516,651366,JAY ST-METROTEC,IND,2018-06-02 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-07,259.0,332.0,591.0,4.0,147.75
4517,651367,JAY ST-METROTEC,IND,2018-06-02 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-07,231.0,304.0,535.0,4.0,133.75
4518,651368,JAY ST-METROTEC,IND,2018-06-03 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,127.0,168.0,295.0,4.0,73.75
4519,651369,JAY ST-METROTEC,IND,2018-06-03 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,36.0,64.0,100.0,4.0,25.0
4520,651370,JAY ST-METROTEC,IND,2018-06-03 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,28.0,65.0,93.0,4.0,23.25
4521,651371,JAY ST-METROTEC,IND,2018-06-03 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,73.0,229.0,302.0,4.0,75.5
4522,651372,JAY ST-METROTEC,IND,2018-06-03 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,214.0,323.0,537.0,4.0,134.25
4523,651373,JAY ST-METROTEC,IND,2018-06-03 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-07,173.0,236.0,409.0,4.0,102.25
4524,651374,JAY ST-METROTEC,IND,2018-06-04 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,109.0,105.0,214.0,4.0,53.5
4525,651375,JAY ST-METROTEC,IND,2018-06-04 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,24.0,35.0,59.0,4.0,14.75
4526,651376,JAY ST-METROTEC,IND,2018-06-04 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,74.0,287.0,361.0,4.0,90.25
4527,651377,JAY ST-METROTEC,IND,2018-06-04 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,285.0,744.0,1029.0,4.0,257.25
4528,651378,JAY ST-METROTEC,IND,2018-06-04 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,421.0,387.0,808.0,4.0,202.0
4529,651379,JAY ST-METROTEC,IND,2018-06-04 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-07,569.0,397.0,966.0,4.0,241.5
4530,651380,JAY ST-METROTEC,IND,2018-06-05 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-07,128.0,156.0,284.0,4.0,71.0
4531,651381,JAY ST-METROTEC,IND,2018-06-05 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-07,28.0,43.0,71.0,4.0,17.75
